ID,text_original,target_original,text_clean,target_clean,stance,stance_id,sentiment,sentiment_id,sarcasm,sarcasm_id,favor_reason,against_reason,none_reason,model_input,target_id,text,target,stance:confidence,sarcasm:confidence,sentiment:confidence,datetime,Date,true_label,pred_label,p_against,p_none,p_favor,fold,true_name,pred_name
1974,كأنه من مضاعفات تطعيم كورونا  انه نبطل نعرف ندرس🙄,Covid Vaccine,كانه من مضاعفات تطعيم كورونا انه نبطل نعرف ندرس🙄,Covid Vaccine,,1,Neutral,1,Yes,1,,,Not clear,Target: Covid Vaccine Text: كانه من مضاعفات تطعيم كورونا انه نبطل نعرف ندرس🙄,,,,,,,,,1,0,0.6611328,0.3317871,0.0073509216,1,None,Against
1981, اي سمعته   ادوية وليست لقاحات   بعد كم شهر من تطعيم كورونا، فاجؤوا الناس وقالوا لهم ممكن تحتاجون جرعة ثالثة 😏  مع هذا اللقاح توقع الغير متوقع,Covid Vaccine,اي سمعته ادوية وليست لقاحات بعد كم شهر من تطعيم كورونا، فاجؤوا الناس وقالوا لهم ممكن تحتاجون جرعة ثالثة 😏 مع هذا اللقاح توقع الغير متوقع,Covid Vaccine,,1,Neutral,1,No,0,,,Not clear,Target: Covid Vaccine Text: اي سمعته ادوية وليست لقاحات بعد كم شهر من تطعيم كورونا، فاجؤوا الناس وقالوا لهم ممكن تحتاجون جرعة ثالثة 😏 مع هذا اللقاح توقع الغير متوقع,,,,,,,,,1,0,0.99072266,0.007347107,0.0017557144,1,None,Against
1998,MENTION الي اخذ جرعة كورونا حول العالم ٣ مليار شخص  الكويتيين ٣ مليون ومو مقتنعين انه يحتاج تطعيم  هذا الشعب كيف تفهمه او تتفاهم معه,Covid Vaccine,مستخدم الي اخذ جرعة كورونا حول العالم ٣ مليار شخص الكويتيين ٣ مليون ومو مقتنعين انه يحتاج تطعيم هذا الشعب كيف تفهمه او تتفاهم معه,Covid Vaccine,Favor,2,Neutral,1,No,0,F_Implicit,,,Target: Covid Vaccine Text: مستخدم الي اخذ جرعة كورونا حول العالم ٣ مليار شخص الكويتيين ٣ مليون ومو مقتنعين انه يحتاج تطعيم هذا الشعب كيف تفهمه او تتفاهم معه,,,,,,,,,2,0,0.6796875,0.2631836,0.057434082,1,Favor,Against
2041,   الاهلي اصبح من اسوأ البنوك خدمات سيئه للغايه واغلب خدماتهم عن طريق الفروع بالرغم من التحول الالكتروني لجميع البنوك ..,Digital Transformation,الاهلي اصبح من اسوا البنوك خدمات سيئه للغايه واغلب خدماتهم عن طريق الفروع بالرغم من التحول الالكتروني لجميع البنوك ..,Digital Transformation,Favor,2,Neutral,1,No,0,F_Explicit,,,Target: Digital Transformation Text: الاهلي اصبح من اسوا البنوك خدمات سيئه للغايه واغلب خدماتهم عن طريق الفروع بالرغم من التحول الالكتروني لجميع البنوك ..,,,,,,,,,2,0,0.64697266,0.013519287,0.33935547,1,Favor,Against
2074,فى اطار مبادرة لننمو معا ينظم الاقليم الكشفى جلسه حواريه عن التحول الرقمى فى ضوء ازمة الكورونا غزا الاثنين الساعه ٣ عصرا بتوقيت القاهرة  بمشاركه د. خالد العطار نائب وزير الاتصالات المصرى للتحول الرقمى URL,Digital Transformation,في اطار مبادرة لننمو معا ينظم الاقليم الكشفي جلسه حواريه عن التحول الرقمي في ضوء ازمة الكورونا غزا الاثنين الساعه ٣ عصرا بتوقيت القاهرة بمشاركه د. خالد العطار نائب وزير الاتصالات المصري للتحول الرقمي,Digital Transformation,Favor,2,Positive,2,No,0,F_Explicit,,,Target: Digital Transformation Text: في اطار مبادرة لننمو معا ينظم الاقليم الكشفي جلسه حواريه عن التحول الرقمي في ضوء ازمة الكورونا غزا الاثنين الساعه ٣ عصرا بتوقيت القاهرة بمشاركه د. خالد العطار نائب وزير الاتصالات المصري للتحول الرقمي,,,,,,,,,2,1,0.010223389,0.49682617,0.49291992,1,Favor,None
2083,  اصلاً هم سبب عدم التحول الالكتروني في المعاملات. ويوم راحوا واستلموها شباب الكويت صارت اغلب الجهات الحكومية عندهم معاملات الكترونية. فاقد الشي ء لا يعطيه,Digital Transformation,اصلاً هم سبب عدم التحول الالكتروني في المعاملات. ويوم راحوا واستلموها شباب الكويت صارت اغلب الجهات الحكومية عندهم معاملات الكترونية. فاقد الشي ء لا يعطيه,Digital Transformation,,1,Neutral,1,No,0,,,Not clear,Target: Digital Transformation Text: اصلاً هم سبب عدم التحول الالكتروني في المعاملات. ويوم راحوا واستلموها شباب الكويت صارت اغلب الجهات الحكومية عندهم معاملات الكترونية. فاقد الشي ء لا يعطيه,,,,,,,,,1,2,0.004714966,0.0033931732,0.9916992,1,None,Favor
2147, الحمد لله  ولكن يجب علينا ان نعلم أن التحول الإلكتروني لا يعني بالضرورة تطور وتحسين الخدمة بل في بعض الأحيان تكون الخدمة أسوأ من قبل. هذا حسب خبرتي في إستخدام الخدمات الإلكترونية.,Digital Transformation,الحمد لله ولكن يجب علينا ان نعلم ان التحول الالكتروني لا يعني بالضرورة تطور وتحسين الخدمة بل في بعض الاحيان تكون الخدمة اسوا من قبل. هذا حسب خبرتي في استخدام الخدمات الالكترونية.,Digital Transformation,Against,0,Negative,0,No,0,,A_Explicit,,Target: Digital Transformation Text: الحمد لله ولكن يجب علينا ان نعلم ان التحول الالكتروني لا يعني بالضرورة تطور وتحسين الخدمة بل في بعض الاحيان تكون الخدمة اسوا من قبل. هذا حسب خبرتي في استخدام الخدمات الالكترونية.,,,,,,,,,0,2,0.07965088,0.013069153,0.90722656,1,Against,Favor
2210,#كورونا لن ينتهي قبل تطعيم 70% من سكان العالم! #لقاح_كورونا  URL,Covid Vaccine,#كورونا لن ينتهي قبل تطعيم 70% من سكان العالم! #لقاح كورونا,Covid Vaccine,Favor,2,Neutral,1,No,0,F_Explicit,,,Target: Covid Vaccine Text: #كورونا لن ينتهي قبل تطعيم 70% من سكان العالم! #لقاح كورونا,,,,,,,,,2,1,0.13647461,0.7885742,0.07495117,1,Favor,None
2216,"في ظل ابتكار تقنيات جديدة لتقديم الخدمات بشكل عام حول العالم   بدأت المملكة و بالخصوص في المجالات القانونية و الحقوقية و الإدارية بتطبيق هذا التحول التقني تدريجيًا   ستختفي مهنة ""المعقب"" وستقل المحاماة التقليدية المقتصرة على الترافع فقط",Digital Transformation,"في ظل ابتكار تقنيات جديدة لتقديم الخدمات بشكل عام حول العالم بدات المملكة و بالخصوص في المجالات القانونية و الحقوقية و الادارية بتطبيق هذا التحول التقني تدريجيًا ستختفي مهنة ""المعقب"" وستقل المحاماة التقليدية المقتصرة علي الترافع فقط",Digital Transformation,,1,Neutral,1,No,0,,,Not clear,"Target: Digital Transformation Text: في ظل ابتكار تقنيات جديدة لتقديم الخدمات بشكل عام حول العالم بدات المملكة و بالخصوص في المجالات القانونية و الحقوقية و الادارية بتطبيق هذا التحول التقني تدريجيًا ستختفي مهنة ""المعقب"" وستقل المحاماة التقليدية المقتصرة علي الترافع فقط",,,,,,,,,1,2,0.0036697388,0.0044403076,0.9916992,1,None,Favor
2220,يالله #لقاح_جونسون_أند_جونسون وقفته اوروبا لان يسوي جلطات بعد اسبوعين من اخذه…!!   وتبوني اتلقح بعد…🙃✋  #وزارة_الصحة #تطعيم #كورونا #جسمي_ملكي #رمضان URL,Covid Vaccine,يالله #لقاح جونسون اند جونسون وقفته اوروبا لان يسوي جلطات بعد اسبوعين من اخذه…!! وتبوني اتلقح بعد…🙃✋ #وزارة الصحة #تطعيم #كورونا #جسمي ملكي #رمضان,Covid Vaccine,Against,0,Negative,0,No,0,,A_Explicit,,Target: Covid Vaccine Text: يالله #لقاح جونسون اند جونسون وقفته اوروبا لان يسوي جلطات بعد اسبوعين من اخذه…!! وتبوني اتلقح بعد…🙃✋ #وزارة الصحة #تطعيم #كورونا #جسمي ملكي #رمضان,,,,,,,,,0,2,0.41430664,0.15905762,0.4267578,1,Against,Favor
2239,كيف يمكن لمؤسسة أن تنجح في مشاريع #التحول_الرقمي بينما لا يزال يتعين القيام بكل شيء من خلال القنوات التقليدية (المكالمات الهاتفية  رسائل البريد الإلكتروني - إن وجد   والاجتماعات في مقر العمل)  إضافة إلى التقنية الدخيله على #بيئة_العمل وهي مجموعات الواتساب!!,Digital Transformation,كيف يمكن لمؤسسة ان تنجح في مشاريع #التحول الرقمي بينما لا يزال يتعين القيام بكل شيء من خلال القنوات التقليدية (المكالمات الهاتفية رسائل البريد الالكتروني - ان وجد والاجتماعات في مقر العمل) اضافة الي التقنية الدخيله علي #بيئة العمل وهي مجموعات الواتساب!!,Digital Transformation,,1,Neutral,1,No,0,,,Not clear,Target: Digital Transformation Text: كيف يمكن لمؤسسة ان تنجح في مشاريع #التحول الرقمي بينما لا يزال يتعين القيام بكل شيء من خلال القنوات التقليدية (المكالمات الهاتفية رسائل البريد الالكتروني - ان وجد والاجتماعات في مقر العمل) اضافة الي التقنية الدخيله علي #بيئة العمل وهي مجموعات الواتساب!!,,,,,,,,,1,0,0.71484375,0.27246094,0.0129470825,1,None,Against
2291,بيل غيتس   ولله الحمد ( شبع )   صرّح بأن كورونا سوف تنتهي في ٢٠٢٢   لكن كل سنة في ( تطعيم )  😂😂😂😂 URL,Covid Vaccine,بيل غيتس ولله الحمد ( شبع ) صرّح بان كورونا سوف تنتهي في ٢٠٢٢ لكن كل سنة في ( تطعيم ) 😂😂,Covid Vaccine,,1,Neutral,1,Yes,1,,,Not clear,Target: Covid Vaccine Text: بيل غيتس ولله الحمد ( شبع ) صرّح بان كورونا سوف تنتهي في ٢٠٢٢ لكن كل سنة في ( تطعيم ) 😂😂,,,,,,,,,1,2,0.3095703,0.12145996,0.56884766,1,None,Favor
2380,"لم تسجِّل بعد!🤔 لا تفوِّت محاضرتنا الشيقة والقيّمة بمعلوماتها  على #ويبينار_التحول_التقني  بعنوان ""تحليل البيانات باستخدام POWER BI""  انتظرونا غدًا 🤩  سجِّل الآن   URL URL",Digital Transformation,"لم تسجِّل بعد!🤔 لا تفوِّت محاضرتنا الشيقة والقيّمة بمعلوماتها علي #ويبينار التحول التقني بعنوان ""تحليل البيانات باستخدام POWER BI"" انتظرونا غدًا 🤩 سجِّل الان",Digital Transformation,Favor,2,Positive,2,No,0,F_Explicit,,,"Target: Digital Transformation Text: لم تسجِّل بعد!🤔 لا تفوِّت محاضرتنا الشيقة والقيّمة بمعلوماتها علي #ويبينار التحول التقني بعنوان ""تحليل البيانات باستخدام POWER BI"" انتظرونا غدًا 🤩 سجِّل الان",,,,,,,,,2,1,0.029144287,0.9003906,0.07055664,1,Favor,None
2488, اذكر لما كنا صغار قبل نسجل بالمدرسه اخذنا تطعيم .. الاعراض اللي صارت بعده هي نفس الاعراض اللي جتني بعد لقاح استرازنيكا .. مادري ليش هاللغط كله,Covid Vaccine,اذكر لما كنا صغار قبل نسجل بالمدرسه اخذنا تطعيم .. الاعراض اللي صارت بعده هي نفس الاعراض اللي جتني بعد لقاح استرازنيكا .. مادري ليش هاللغط كله,Covid Vaccine,Favor,2,Neutral,1,No,0,F_Implicit,,,Target: Covid Vaccine Text: اذكر لما كنا صغار قبل نسجل بالمدرسه اخذنا تطعيم .. الاعراض اللي صارت بعده هي نفس الاعراض اللي جتني بعد لقاح استرازنيكا .. مادري ليش هاللغط كله,,,,,,,,,2,0,0.8647461,0.068481445,0.06677246,1,Favor,Against
2505,(2030)  رؤية المستقبل و التطور و التحول الإلكتروني رؤية طموحه من قائد حالم طموح انها رؤية سيدي الامير محمد بن سلمان بن عبدالعزيز آل سعود حفظه الله ورعاه 🙏💚💚 URL,Digital Transformation,(2030) رؤية المستقبل و التطور و التحول الالكتروني رؤية طموحه من قائد حالم طموح انها رؤية سيدي الامير محمد بن سلمان بن عبدالعزيز ال سعود حفظه الله ورعاه 🙏💚💚,Digital Transformation,,1,Positive,2,No,0,,,Not clear,Target: Digital Transformation Text: (2030) رؤية المستقبل و التطور و التحول الالكتروني رؤية طموحه من قائد حالم طموح انها رؤية سيدي الامير محمد بن سلمان بن عبدالعزيز ال سعود حفظه الله ورعاه 🙏💚💚,,,,,,,,,1,2,0.003736496,0.004863739,0.99121094,1,None,Favor
2559,كلام نهائي........... تطعيم فيروس كورونا زي عدمه ولكنه طرق لأبواب مسبب الأسباب. ,Covid Vaccine,كلام نهائي.. تطعيم فيروس كورونا زي عدمه ولكنه طرق لابواب مسبب الاسباب.,Covid Vaccine,,1,Neutral,1,No,0,,,Not clear,Target: Covid Vaccine Text: كلام نهائي.. تطعيم فيروس كورونا زي عدمه ولكنه طرق لابواب مسبب الاسباب.,,,,,,,,,1,0,0.84765625,0.12207031,0.030395508,1,None,Against
2612,الضغط واسترجاع الكرة في ملعب المنافس ثم التحول الهجومي السريع ولكن يظهر  الجانب  التقني لخدمة التكتيك برونو لم يسيطر على الكرة ⚽️ وكانت هجمة تشكل فرصة للاختراق تفاصيل مهمة✅📝 URL,Digital Transformation,الضغط واسترجاع الكرة في ملعب المنافس ثم التحول الهجومي السريع ولكن يظهر الجانب التقني لخدمة التكتيك برونو لم يسيطر علي الكرة ⚽️ وكانت هجمة تشكل فرصة للاختراق تفاصيل مهمة✅📝,Digital Transformation,,1,Positive,2,No,0,,,Not clear,Target: Digital Transformation Text: الضغط واسترجاع الكرة في ملعب المنافس ثم التحول الهجومي السريع ولكن يظهر الجانب التقني لخدمة التكتيك برونو لم يسيطر علي الكرة ⚽️ وكانت هجمة تشكل فرصة للاختراق تفاصيل مهمة✅📝,,,,,,,,,1,0,0.66259766,0.16564941,0.171875,1,None,Against
2731,تحت شعار ” مجتمع رقمي تفاعلي”….مبادرة وزارة الاتصالات وتكنولوجيا المعلومات لتدريب شباب الخريجين على تكنولوجيات التحول الرقمي URL,Digital Transformation,تحت شعار ” مجتمع رقمي تفاعلي”….مبادرة وزارة الاتصالات وتكنولوجيا المعلومات لتدريب شباب الخريجين علي تكنولوجيات التحول الرقمي,Digital Transformation,Favor,2,Neutral,1,No,0,F_Explicit,,,Target: Digital Transformation Text: تحت شعار ” مجتمع رقمي تفاعلي”….مبادرة وزارة الاتصالات وتكنولوجيا المعلومات لتدريب شباب الخريجين علي تكنولوجيات التحول الرقمي,,,,,,,,,2,1,0.016464233,0.55810547,0.4255371,1,Favor,None
2962,بالنسبه للي بياخذون تطعيم كورونا   أقولهم   انتم السابقون ..ونحن اللاحقون   بس مو الحين,Covid Vaccine,بالنسبه للي بياخذون تطعيم كورونا اقولهم انتم السابقون ..ونحن اللاحقون بس مو الحين,Covid Vaccine,,1,Neutral,1,No,0,,,Not clear,Target: Covid Vaccine Text: بالنسبه للي بياخذون تطعيم كورونا اقولهم انتم السابقون ..ونحن اللاحقون بس مو الحين,,,,,,,,,1,2,0.16845703,0.15344238,0.67822266,1,None,Favor
2966,متى حيطلعو تطعيم ضد الغباء متل كورونا هيك بتطعم الواحد بصير يعرف يفكر,Covid Vaccine,متي حيطلعو تطعيم ضد الغباء متل كورونا هيك بتطعم الواحد بصير يعرف يفكر,Covid Vaccine,,1,Neutral,1,Yes,1,,,Not Related,Target: Covid Vaccine Text: متي حيطلعو تطعيم ضد الغباء متل كورونا هيك بتطعم الواحد بصير يعرف يفكر,,,,,,,,,1,2,0.13427734,0.12322998,0.7426758,1,None,Favor
3002, هل توجد ايه طريقه للتواصل مع عنصر بشري في الخدمات؟ معظم اجهزه اصدار بطاقه مدى لا تعمل.. التحويل من خلال التطبيق لا يعمل.. التواصل مع عنصر بشري شبه مستحيل! التحول التقني لا يعني ان نعاني من عدم وجود خدمات,Digital Transformation,هل توجد ايه طريقه للتواصل مع عنصر بشري في الخدمات؟ معظم اجهزه اصدار بطاقه مدي لا تعمل.. التحويل من خلال التطبيق لا يعمل.. التواصل مع عنصر بشري شبه مستحيل! التحول التقني لا يعني ان نعاني من عدم وجود خدمات,Digital Transformation,Against,0,Neutral,1,No,0,,A_Explicit,,Target: Digital Transformation Text: هل توجد ايه طريقه للتواصل مع عنصر بشري في الخدمات؟ معظم اجهزه اصدار بطاقه مدي لا تعمل.. التحويل من خلال التطبيق لا يعمل.. التواصل مع عنصر بشري شبه مستحيل! التحول التقني لا يعني ان نعاني من عدم وجود خدمات,,,,,,,,,0,2,0.12756348,0.033203125,0.83935547,1,Against,Favor
3009, اكبر كذبة بالتاريخ  انك تقول للناس ان في تطعيم ضد الفيروسات يجعلك محصن بالكاااامل     كل من روج تلك الكذبة  سيتحمل ذنب عذابات من صدقه  من الناس الفيروسات تتحور لايمكن ايجاد لقاح   لفيروس بشكل نهائي,Covid Vaccine,اكبر كذبة بالتاريخ انك تقول للناس ان في تطعيم ضد الفيروسات يجعلك محصن بالكاامل كل من روج تلك الكذبة سيتحمل ذنب عذابات من صدقه من الناس الفيروسات تتحور لايمكن ايجاد لقاح لفيروس بشكل نهائي,Covid Vaccine,Favor,2,Negative,0,No,0,F_Explicit,,,Target: Covid Vaccine Text: اكبر كذبة بالتاريخ انك تقول للناس ان في تطعيم ضد الفيروسات يجعلك محصن بالكاامل كل من روج تلك الكذبة سيتحمل ذنب عذابات من صدقه من الناس الفيروسات تتحور لايمكن ايجاد لقاح لفيروس بشكل نهائي,,,,,,,,,2,0,0.99072266,0.0059432983,0.003446579,1,Favor,Against
3052,MENTION لو بنختار بنفسنا كل دوا ناخذه وكل تطعيم عيل لازم الكل يدرس ويختص بكل تخصصات الطب عشان يفهم. احنا ناخذ أدوية ما نعرف مكوناتها و تطعمنا من صغرنا تطعيمات ماندري شنو اهيا وقفت على تطعيم كورونا؟,Covid Vaccine,مستخدم لو بنختار بنفسنا كل دوا ناخذه وكل تطعيم عيل لازم الكل يدرس ويختص بكل تخصصات الطب عشان يفهم. احنا ناخذ ادوية ما نعرف مكوناتها و تطعمنا من صغرنا تطعيمات ماندري شنو اهيا وقفت علي تطعيم كورونا؟,Covid Vaccine,Favor,2,Neutral,1,No,0,F_Explicit,,,Target: Covid Vaccine Text: مستخدم لو بنختار بنفسنا كل دوا ناخذه وكل تطعيم عيل لازم الكل يدرس ويختص بكل تخصصات الطب عشان يفهم. احنا ناخذ ادوية ما نعرف مكوناتها و تطعمنا من صغرنا تطعيمات ماندري شنو اهيا وقفت علي تطعيم كورونا؟,,,,,,,,,2,1,0.28222656,0.64990234,0.06781006,1,Favor,None
3068,  أستاذه يبالنا قبل دورة الموظفين وبعدها تحول رقمي تراه اذا البعض متقاعس هل بيفيد التحول الإلكتروني,Digital Transformation,استاذه يبالنا قبل دورة الموظفين وبعدها تحول رقمي تراه اذا البعض متقاعس هل بيفيد التحول الالكتروني,Digital Transformation,,1,Negative,0,No,0,,,Not clear,Target: Digital Transformation Text: استاذه يبالنا قبل دورة الموظفين وبعدها تحول رقمي تراه اذا البعض متقاعس هل بيفيد التحول الالكتروني,,,,,,,,,1,2,0.019363403,0.082458496,0.8979492,1,None,Favor
3249,بكرا رايحة آخد تطعيم كورونا ويااااه آخر تطعيم أخدته كان تطعيم صف تاسع,Covid Vaccine,بكرا رايحة اخد تطعيم كورونا ويااه اخر تطعيم اخدته كان تطعيم صف تاسع,Covid Vaccine,Favor,2,Neutral,1,No,0,,,,Target: Covid Vaccine Text: بكرا رايحة اخد تطعيم كورونا ويااه اخر تطعيم اخدته كان تطعيم صف تاسع,,,,,,,,,2,1,0.18884277,0.7182617,0.0927124,1,Favor,None
3349,قررت اني ما اناقش اليوم بموضوع اللقاح و كورونا لانه الكذابين صاروا قليلين ادب وانا مالي خلق عوار راس 😂  الاجوبة كالآتي: ليش منت مطعم؟ مو شغلك ليش تبي تطعم؟ مو شغلك ليش طالعين ساحة الارادة؟ مو شغلك مع ولا ضد قرارات الحكومة؟ مو شغلك,Covid Vaccine,قررت اني ما اناقش اليوم بموضوع اللقاح و كورونا لانه الكذابين صاروا قليلين ادب وانا مالي خلق عوار راس 😂 الاجوبة كالاتي: ليش منت مطعم؟ مو شغلك ليش تبي تطعم؟ مو شغلك ليش طالعين ساحة الارادة؟ مو شغلك مع ولا ضد قرارات الحكومة؟ مو شغلك,Covid Vaccine,,1,Neutral,1,No,0,,,Not clear,Target: Covid Vaccine Text: قررت اني ما اناقش اليوم بموضوع اللقاح و كورونا لانه الكذابين صاروا قليلين ادب وانا مالي خلق عوار راس 😂 الاجوبة كالاتي: ليش منت مطعم؟ مو شغلك ليش تبي تطعم؟ مو شغلك ليش طالعين ساحة الارادة؟ مو شغلك مع ولا ضد قرارات الحكومة؟ مو شغلك,,,,,,,,,1,0,0.6298828,0.35961914,0.01071167,1,None,Against
3401, لا تستطيع تلبية احتياجات مواطنينها كيف لها ان توفر احتياجات التحول للعمل الالكتروني بكافة الجهات الحكومية 🤔,Digital Transformation,لا تستطيع تلبية احتياجات مواطنينها كيف لها ان توفر احتياجات التحول للعمل الالكتروني بكافة الجهات الحكومية 🤔,Digital Transformation,Against,0,Negative,0,No,0,,A_Explicit,,Target: Digital Transformation Text: لا تستطيع تلبية احتياجات مواطنينها كيف لها ان توفر احتياجات التحول للعمل الالكتروني بكافة الجهات الحكومية 🤔,,,,,,,,,0,2,0.066711426,0.14819336,0.78515625,1,Against,Favor
3404,التحول الى التعليم الالكتروني  عن بعد لمدة 14 يوم URL,Digital Transformation,التحول الي التعليم الالكتروني عن بعد لمدة 14 يوم,Digital Transformation,,1,Negative,0,No,0,,,Not clear,Target: Digital Transformation Text: التحول الي التعليم الالكتروني عن بعد لمدة 14 يوم,,,,,,,,,1,2,0.027496338,0.16577148,0.8066406,1,None,Favor
3408, أسخف حاجة حصلت للحب التحول الإلكتروني ده ..مبقاش حب أصلا,Digital Transformation,اسخف حاجة حصلت للحب التحول الالكتروني ده ..مبقاش حب اصلا,Digital Transformation,,1,Neutral,1,Yes,1,,,Not clear,Target: Digital Transformation Text: اسخف حاجة حصلت للحب التحول الالكتروني ده ..مبقاش حب اصلا,,,,,,,,,1,0,0.90966797,0.08526611,0.0049819946,1,None,Against
3427,MENTION الي بالتعليقات ..مسوين فيها اذكياء ومانبي نطعم😅 ذكروني بالعيال الصغار لما يعاندون على شيء مابي مابي😅😂 بفهم يعني شنو بمخوخكم انتوا؟ اذا انتوا ضد تطعيم كورونا ليش تطعمون عيالكم الصغار من الامراض الثانيه؟ ياعالم بليز صحصحوا,Covid Vaccine,مستخدم الي بالتعليقات ..مسوين فيها اذكياء ومانبي نطعم😅 ذكروني بالعيال الصغار لما يعاندون علي شيء مابي مابي😅😂 بفهم يعني شنو بمخوخكم انتوا؟ اذا انتوا ضد تطعيم كورونا ليش تطعمون عيالكم الصغار من الامراض الثانيه؟ ياعالم بليز صحصحوا,Covid Vaccine,Favor,2,Neutral,1,No,0,F_Explicit,,,Target: Covid Vaccine Text: مستخدم الي بالتعليقات ..مسوين فيها اذكياء ومانبي نطعم😅 ذكروني بالعيال الصغار لما يعاندون علي شيء مابي مابي😅😂 بفهم يعني شنو بمخوخكم انتوا؟ اذا انتوا ضد تطعيم كورونا ليش تطعمون عيالكم الصغار من الامراض الثانيه؟ ياعالم بليز صحصحوا,,,,,,,,,2,1,0.35473633,0.38745117,0.25756836,1,Favor,None
3432,واحد لا يفقه شيء ينشر خبر الكل يسوي ريتويت للخبر و يطرشون واتس اب يبلشونا ممرض امريكي يحوشه كورونا واهوا ماخذ اللقاح يا حبيبي أمي انت احنا من ننولد ناخذ تطعيمات الجدري مثلاًيحوشنا جدري بس ما يذبحنا ناخذ تطعيم فلو يحوشنا فلو بس مو قوي ولا نموت من الفلو من قالك اللقاح يمنع الإصابه؟,Covid Vaccine,واحد لا يفقه شيء ينشر خبر الكل يسوي ريتويت للخبر و يطرشون واتس اب يبلشونا ممرض امريكي يحوشه كورونا واهوا ماخذ اللقاح يا حبيبي امي انت احنا من ننولد ناخذ تطعيمات الجدري مثلاًيحوشنا جدري بس ما يذبحنا ناخذ تطعيم فلو يحوشنا فلو بس مو قوي ولا نموت من الفلو من قالك اللقاح يمنع الاصابه؟,Covid Vaccine,Favor,2,Neutral,1,No,0,F_Implicit,,,Target: Covid Vaccine Text: واحد لا يفقه شيء ينشر خبر الكل يسوي ريتويت للخبر و يطرشون واتس اب يبلشونا ممرض امريكي يحوشه كورونا واهوا ماخذ اللقاح يا حبيبي امي انت احنا من ننولد ناخذ تطعيمات الجدري مثلاًيحوشنا جدري بس ما يذبحنا ناخذ تطعيم فلو يحوشنا فلو بس مو قوي ولا نموت من الفلو من قالك اللقاح يمنع الاصابه؟,,,,,,,,,2,1,0.38598633,0.45043945,0.16357422,1,Favor,None
3472,MENTION انا ارفض اي معلم يدرس عيالي من غير تطعيم اذا مطعم وحاشه كورونا بقول هذا قضاء وقدر اما مو مطعم وينقله لعيالنا اهني لا اهو معرض اكثر من الي مطعم للعدوى,Covid Vaccine,مستخدم انا ارفض اي معلم يدرس عيالي من غير تطعيم اذا مطعم وحاشه كورونا بقول هذا قضاء وقدر اما مو مطعم وينقله لعيالنا اهني لا اهو معرض اكثر من الي مطعم للعدوي,Covid Vaccine,Favor,2,Neutral,1,No,0,F_Explicit,,,Target: Covid Vaccine Text: مستخدم انا ارفض اي معلم يدرس عيالي من غير تطعيم اذا مطعم وحاشه كورونا بقول هذا قضاء وقدر اما مو مطعم وينقله لعيالنا اهني لا اهو معرض اكثر من الي مطعم للعدوي,,,,,,,,,2,0,0.9238281,0.056427002,0.01966858,1,Favor,Against
3477, التحول الإلكتروني يجب ان يخفض التكاليف لا ان يزيدها,Digital Transformation,التحول الالكتروني يجب ان يخفض التكاليف لا ان يزيدها,Digital Transformation,Against,0,Negative,0,No,0,,A_Explicit,,Target: Digital Transformation Text: التحول الالكتروني يجب ان يخفض التكاليف لا ان يزيدها,,,,,,,,,0,2,0.0146865845,0.0059394836,0.9794922,1,Against,Favor
3479,بم أنه كله هيتحول  رقمي في فكره عبقريه أننا نخلي كل حاجه في شريحه qr code مثلا ملزوقه علي قفا المواطن بحيث أنه ياخد المرتب يتلسع علي قفاه يدفع قسط علي قفاه يدفع اجره التباع ياكله علي قفاه كده يبقي سهلنا التحول الرقمي,Digital Transformation,بم انه كله هيتحول رقمي في فكره عبقريه اننا نخلي كل حاجه في شريحه qr code مثلا ملزوقه علي قفا المواطن بحيث انه ياخد المرتب يتلسع علي قفاه يدفع قسط علي قفاه يدفع اجره التباع ياكله علي قفاه كده يبقي سهلنا التحول الرقمي,Digital Transformation,,1,Negative,0,No,0,,,Not clear,Target: Digital Transformation Text: بم انه كله هيتحول رقمي في فكره عبقريه اننا نخلي كل حاجه في شريحه qr code مثلا ملزوقه علي قفا المواطن بحيث انه ياخد المرتب يتلسع علي قفاه يدفع قسط علي قفاه يدفع اجره التباع ياكله علي قفاه كده يبقي سهلنا التحول الرقمي,,,,,,,,,1,2,0.012916565,0.06439209,0.92285156,1,None,Favor
3494, اوك فهمت 🦦 اول مره اعرف لقاح يطلقون عليه اسم تطعيم 😅,Covid Vaccine,اوك فهمت 🦦 اول مره اعرف لقاح يطلقون عليه اسم تطعيم 😅,Covid Vaccine,,1,Neutral,1,Yes,1,,,Not clear,Target: Covid Vaccine Text: اوك فهمت 🦦 اول مره اعرف لقاح يطلقون عليه اسم تطعيم 😅,,,,,,,,,1,0,0.9223633,0.06976318,0.008117676,1,None,Against
3988,MENTION حاشتنا كورونا وطبنا منها ولله الحمد ومانحتاج تطعيم ولاتحسفنا أبدا,Covid Vaccine,مستخدم حاشتنا كورونا وطبنا منها ولله الحمد ومانحتاج تطعيم ولاتحسفنا ابدا,Covid Vaccine,Against,0,Positive,2,No,0,,A_Explicit,,Target: Covid Vaccine Text: مستخدم حاشتنا كورونا وطبنا منها ولله الحمد ومانحتاج تطعيم ولاتحسفنا ابدا,,,,,,,,,0,2,0.43823242,0.014251709,0.5473633,1,Against,Favor
