ID,text_original,target_original,text_clean,target_clean,stance,stance_id,sentiment,sentiment_id,sarcasm,sarcasm_id,favor_reason,against_reason,none_reason,model_input,target_id,text,target,stance:confidence,sarcasm:confidence,sentiment:confidence,datetime,Date,true_label,pred_label,p_against,p_none,p_favor,fold
273,    ضيف مميز 🤍اسأل سليمان عن تمكين المرأة لعبته هالمواضيع..,Women empowerment,ضيف مميز 🤍اسأل سليمان عن تمكين المرأة لعبته هالمواضيع..,Women empowerment,None,1,Positive,2,No,0,,,Not clear,Target: Women empowerment Text: ضيف مميز 🤍اسأل سليمان عن تمكين المرأة لعبته هالمواضيع..,,    ضيف مميز 🤍اسأل سليمان عن تمكين المرأة لعبته هالمواضيع..,Women empowerment,0.7739,1.0,0.6081,2022-04-22 16:23:42+00:00,22/04/2022,1,1,0.0036315918,0.9824219,0.013870239,2
273,    ضيف مميز 🤍اسأل سليمان عن تمكين المرأة لعبته هالمواضيع..,Women empowerment,ضيف مميز 🤍اسال سليمان عن تمكين المراة لعبته هالمواضيع..,Women empowerment,None,1,Positive,2,No,0,,,Not clear,Target: Women empowerment Text: ضيف مميز 🤍اسال سليمان عن تمكين المراة لعبته هالمواضيع..,,,,,,,,,1,1,0.0018367767,0.9892578,0.008766174,1
312, يمكن أحسن وزير في الأفكار  لكن على مستوى التنفيذ يعتبر أفشل وزير تعليم في تاريخ وزارات التعليم على مستوى الكورة الأرضية!!! التحول الرقمي والتعليم الإلكتروني ميتعملش بفتحة الصدر كده خالص ✋🏼 وفيه تجارب لدول كتير  مش بقول كلام من عندي,Digital Transformation,يمكن أحسن وزير في الأفكار  لكن على مستوى التنفيذ يعتبر أفشل وزير تعليم في تاريخ وزارات التعليم على مستوى الكورة الأرضية!!! التحول الرقمي والتعليم الإلكتروني ميتعملش بفتحة الصدر كده خالص ✋🏼 وفيه تجارب لدول كتير  مش بقول كلام من عندي,Digital Transformation,Against,0,Negative,0,No,0,,A_Explicit,,Target: Digital Transformation Text: يمكن أحسن وزير في الأفكار  لكن على مستوى التنفيذ يعتبر أفشل وزير تعليم في تاريخ وزارات التعليم على مستوى الكورة الأرضية!!! التحول الرقمي والتعليم الإلكتروني ميتعملش بفتحة الصدر كده خالص ✋🏼 وفيه تجارب لدول كتير  مش بقول كلام من عندي,, يمكن أحسن وزير في الأفكار  لكن على مستوى التنفيذ يعتبر أفشل وزير تعليم في تاريخ وزارات التعليم على مستوى الكورة الأرضية!!! التحول الرقمي والتعليم الإلكتروني ميتعملش بفتحة الصدر كده خالص ✋🏼 وفيه تجارب لدول كتير  مش بقول كلام من عندي,Digital Transformation,1.0,1.0,0.7737,2020-04-02 14:54:38+00:00,02/04/2020,0,0,0.9980469,0.0012903214,0.00045681,4
312, يمكن أحسن وزير في الأفكار  لكن على مستوى التنفيذ يعتبر أفشل وزير تعليم في تاريخ وزارات التعليم على مستوى الكورة الأرضية!!! التحول الرقمي والتعليم الإلكتروني ميتعملش بفتحة الصدر كده خالص ✋🏼 وفيه تجارب لدول كتير  مش بقول كلام من عندي,Digital Transformation,يمكن احسن وزير في الافكار لكن علي مستوي التنفيذ يعتبر افشل وزير تعليم في تاريخ وزارات التعليم علي مستوي الكورة الارضية!! التحول الرقمي والتعليم الالكتروني ميتعملش بفتحة الصدر كده خالص ✋🏼 وفيه تجارب لدول كتير مش بقول كلام من عندي,Digital Transformation,Against,0,Negative,0,No,0,,A_Explicit,,Target: Digital Transformation Text: يمكن احسن وزير في الافكار لكن علي مستوي التنفيذ يعتبر افشل وزير تعليم في تاريخ وزارات التعليم علي مستوي الكورة الارضية!! التحول الرقمي والتعليم الالكتروني ميتعملش بفتحة الصدر كده خالص ✋🏼 وفيه تجارب لدول كتير مش بقول كلام من عندي,,,,,,,,,0,0,1.0,3.761053e-05,6.425381e-05,5
318, لعل من أسباب عدم التحول الى التصويت الالكتروني أن نظام الانتخابات صادر وفق تنظيمات وتشريعات وتم اول تعديل عليها ١٨٠٤  كما أخذ تطويرها عقودا من الزمن آخرها ١٩٦٠  وادلى ربع الناخبين ٢٠١٦ باصواتهم عبر البريد وزاد هذا العام بسبب كورونا   ولاشك ,Digital Transformation,لعل من اسباب عدم التحول الي التصويت الالكتروني ان نظام الانتخابات صادر وفق تنظيمات وتشريعات وتم اول تعديل عليها ١٨٠٤ كما اخذ تطويرها عقودا من الزمن اخرها ١٩٦٠ وادلي ربع الناخبين ٢٠١٦ باصواتهم عبر البريد وزاد هذا العام بسبب كورونا ولاشك,Digital Transformation,None,1,Neutral,1,No,0,,,Not clear,Target: Digital Transformation Text: لعل من اسباب عدم التحول الي التصويت الالكتروني ان نظام الانتخابات صادر وفق تنظيمات وتشريعات وتم اول تعديل عليها ١٨٠٤ كما اخذ تطويرها عقودا من الزمن اخرها ١٩٦٠ وادلي ربع الناخبين ٢٠١٦ باصواتهم عبر البريد وزاد هذا العام بسبب كورونا ولاشك,,,,,,,,,1,1,0.00015330315,1.0,2.9623508e-05,5
318, لعل من أسباب عدم التحول الى التصويت الالكتروني أن نظام الانتخابات صادر وفق تنظيمات وتشريعات وتم اول تعديل عليها ١٨٠٤  كما أخذ تطويرها عقودا من الزمن آخرها ١٩٦٠  وادلى ربع الناخبين ٢٠١٦ باصواتهم عبر البريد وزاد هذا العام بسبب كورونا   ولاشك ,Digital Transformation,لعل من أسباب عدم التحول الى التصويت الالكتروني أن نظام الانتخابات صادر وفق تنظيمات وتشريعات وتم اول تعديل عليها ١٨٠٤  كما أخذ تطويرها عقودا من الزمن آخرها ١٩٦٠  وادلى ربع الناخبين ٢٠١٦ باصواتهم عبر البريد وزاد هذا العام بسبب كورونا   ولاشك,Digital Transformation,None,1,Neutral,1,No,0,,,Not clear,Target: Digital Transformation Text: لعل من أسباب عدم التحول الى التصويت الالكتروني أن نظام الانتخابات صادر وفق تنظيمات وتشريعات وتم اول تعديل عليها ١٨٠٤  كما أخذ تطويرها عقودا من الزمن آخرها ١٩٦٠  وادلى ربع الناخبين ٢٠١٦ باصواتهم عبر البريد وزاد هذا العام بسبب كورونا   ولاشك,, لعل من أسباب عدم التحول الى التصويت الالكتروني أن نظام الانتخابات صادر وفق تنظيمات وتشريعات وتم اول تعديل عليها ١٨٠٤  كما أخذ تطويرها عقودا من الزمن آخرها ١٩٦٠  وادلى ربع الناخبين ٢٠١٦ باصواتهم عبر البريد وزاد هذا العام بسبب كورونا   ولاشك ,Digital Transformation,0.7779,1.0,0.582,2020-11-10 14:02:28+00:00,10/11/2020,1,1,0.005001068,0.9921875,0.003030777,1
326,MENTION MENTION التطعيمات الي يطعمونها وهم صغار ماقروها الا بعد بحوث وبعدين الامراض الي يطعمونهم عنها امراض خطيره والتطعيم يحميهم بعد الله ولايصابون اما تطعيم كورونا لايحمي من الاصابه وكورونا اطفالنا جاهم واعراض خفيفه وش له التطعيم تقولون كلام مو فاهمينه,Covid Vaccine,مستخدم مستخدم التطعيمات الي يطعمونها وهم صغار ماقروها الا بعد بحوث وبعدين الامراض الي يطعمونهم عنها امراض خطيره والتطعيم يحميهم بعد الله ولايصابون اما تطعيم كورونا لايحمي من الاصابه وكورونا اطفالنا جاهم واعراض خفيفه وش له التطعيم تقولون كلام مو فاهمينه,Covid Vaccine,Against,0,Neutral,1,No,0,,A_Implicit,,Target: Covid Vaccine Text: مستخدم مستخدم التطعيمات الي يطعمونها وهم صغار ماقروها الا بعد بحوث وبعدين الامراض الي يطعمونهم عنها امراض خطيره والتطعيم يحميهم بعد الله ولايصابون اما تطعيم كورونا لايحمي من الاصابه وكورونا اطفالنا جاهم واعراض خفيفه وش له التطعيم تقولون كلام مو فاهمينه,,,,,,,,,0,0,0.9946289,0.0021591187,0.0031814575,4
326,MENTION MENTION التطعيمات الي يطعمونها وهم صغار ماقروها الا بعد بحوث وبعدين الامراض الي يطعمونهم عنها امراض خطيره والتطعيم يحميهم بعد الله ولايصابون اما تطعيم كورونا لايحمي من الاصابه وكورونا اطفالنا جاهم واعراض خفيفه وش له التطعيم تقولون كلام مو فاهمينه,Covid Vaccine,MENTION MENTION التطعيمات الي يطعمونها وهم صغار ماقروها الا بعد بحوث وبعدين الامراض الي يطعمونهم عنها امراض خطيره والتطعيم يحميهم بعد الله ولايصابون اما تطعيم كورونا لايحمي من الاصابه وكورونا اطفالنا جاهم واعراض خفيفه وش له التطعيم تقولون كلام مو فاهمينه,Covid Vaccine,Against,0,Neutral,1,No,0,,A_Implicit,,Target: Covid Vaccine Text: MENTION MENTION التطعيمات الي يطعمونها وهم صغار ماقروها الا بعد بحوث وبعدين الامراض الي يطعمونهم عنها امراض خطيره والتطعيم يحميهم بعد الله ولايصابون اما تطعيم كورونا لايحمي من الاصابه وكورونا اطفالنا جاهم واعراض خفيفه وش له التطعيم تقولون كلام مو فاهمينه,,MENTION MENTION التطعيمات الي يطعمونها وهم صغار ماقروها الا بعد بحوث وبعدين الامراض الي يطعمونهم عنها امراض خطيره والتطعيم يحميهم بعد الله ولايصابون اما تطعيم كورونا لايحمي من الاصابه وكورونا اطفالنا جاهم واعراض خفيفه وش له التطعيم تقولون كلام مو فاهمينه,Covid Vaccine,1.0,1.0,1.0,2021-11-03 17:43:47+00:00,03/11/2021,0,0,0.98535156,0.005695343,0.009178162,4
465,#موتمر_تمكين_المراه_2022   هل تتفقون معي ان المراة بدت تاخذ الوظائف على الرجال ؟   يعني كم شاب عاطل بسبب امراة كم بيت ممكن يفتح لو توظف هذا الشاب ؟,Women empowerment,#موتمر_تمكين_المراه_2022   هل تتفقون معي ان المراة بدت تاخذ الوظائف على الرجال ؟   يعني كم شاب عاطل بسبب امراة كم بيت ممكن يفتح لو توظف هذا الشاب ؟,Women empowerment,Against,0,Negative,0,No,0,,A_Explicit,,Target: Women empowerment Text: #موتمر_تمكين_المراه_2022   هل تتفقون معي ان المراة بدت تاخذ الوظائف على الرجال ؟   يعني كم شاب عاطل بسبب امراة كم بيت ممكن يفتح لو توظف هذا الشاب ؟,,#موتمر_تمكين_المراه_2022   هل تتفقون معي ان المراة بدت تاخذ الوظائف على الرجال ؟   يعني كم شاب عاطل بسبب امراة كم بيت ممكن يفتح لو توظف هذا الشاب ؟,Women empowerment,1.0,0.7903,0.8028,2022-03-24 18:23:49+00:00,24/03/2022,0,0,0.99365234,0.003566742,0.0027580261,3
465,#موتمر_تمكين_المراه_2022   هل تتفقون معي ان المراة بدت تاخذ الوظائف على الرجال ؟   يعني كم شاب عاطل بسبب امراة كم بيت ممكن يفتح لو توظف هذا الشاب ؟,Women empowerment,#موتمر تمكين المراه 2022 هل تتفقون معي ان المراة بدت تاخذ الوظائف علي الرجال ؟ يعني كم شاب عاطل بسبب امراة كم بيت ممكن يفتح لو توظف هذا الشاب ؟,Women empowerment,Against,0,Negative,0,No,0,,A_Explicit,,Target: Women empowerment Text: #موتمر تمكين المراه 2022 هل تتفقون معي ان المراة بدت تاخذ الوظائف علي الرجال ؟ يعني كم شاب عاطل بسبب امراة كم بيت ممكن يفتح لو توظف هذا الشاب ؟,,,,,,,,,0,0,0.92333984,0.0020275116,0.074523926,1
466, هذه الجريدة تحديداً لا تنفع الا سفرة اكل للعزاب او تلف فيها الاغراض القابلة للكسر اثناء النقل وبسبب التحول الالكتروني خسرت حتى الفوائد المذكورة سابقاً,Digital Transformation,هذه الجريدة تحديداً لا تنفع الا سفرة اكل للعزاب او تلف فيها الاغراض القابلة للكسر اثناء النقل وبسبب التحول الالكتروني خسرت حتي الفوائد المذكورة سابقاً,Digital Transformation,Against,0,Negative,0,No,0,,A_Explicit,,Target: Digital Transformation Text: هذه الجريدة تحديداً لا تنفع الا سفرة اكل للعزاب او تلف فيها الاغراض القابلة للكسر اثناء النقل وبسبب التحول الالكتروني خسرت حتي الفوائد المذكورة سابقاً,,,,,,,,,0,0,0.9975586,0.0016794205,0.0008559227,4
466, هذه الجريدة تحديداً لا تنفع الا سفرة اكل للعزاب او تلف فيها الاغراض القابلة للكسر اثناء النقل وبسبب التحول الالكتروني خسرت حتى الفوائد المذكورة سابقاً,Digital Transformation,هذه الجريدة تحديداً لا تنفع الا سفرة اكل للعزاب او تلف فيها الاغراض القابلة للكسر اثناء النقل وبسبب التحول الالكتروني خسرت حتى الفوائد المذكورة سابقاً,Digital Transformation,Against,0,Negative,0,No,0,,A_Explicit,,Target: Digital Transformation Text: هذه الجريدة تحديداً لا تنفع الا سفرة اكل للعزاب او تلف فيها الاغراض القابلة للكسر اثناء النقل وبسبب التحول الالكتروني خسرت حتى الفوائد المذكورة سابقاً,, هذه الجريدة تحديداً لا تنفع الا سفرة اكل للعزاب او تلف فيها الاغراض القابلة للكسر اثناء النقل وبسبب التحول الالكتروني خسرت حتى الفوائد المذكورة سابقاً,Digital Transformation,0.7665,0.7753,0.7894,2020-07-25 01:00:53+00:00,25/07/2020,0,0,0.9970703,0.0019550323,0.000770092,4
479,#من_حقنا_نرفض رغم تطعيم 60% من سكانها..ارتفاع حالات فيروس كورونا في جزر سيشل - CNN Arabic URL,Covid Vaccine,#من_حقنا_نرفض رغم تطعيم 60% من سكانها..ارتفاع حالات فيروس كورونا في جزر سيشل - CNN Arabic URL,Covid Vaccine,Against,0,Neutral,1,No,0,,A_Explicit,,Target: Covid Vaccine Text: #من_حقنا_نرفض رغم تطعيم 60% من سكانها..ارتفاع حالات فيروس كورونا في جزر سيشل - CNN Arabic URL,,#من_حقنا_نرفض رغم تطعيم 60% من سكانها..ارتفاع حالات فيروس كورونا في جزر سيشل - CNN Arabic URL,Covid Vaccine,1.0,1.0,0.6981,2021-05-18 23:00:36+00:00,18/05/2021,0,0,0.98779297,0.009994507,0.0021743774,3
479,#من_حقنا_نرفض رغم تطعيم 60% من سكانها..ارتفاع حالات فيروس كورونا في جزر سيشل - CNN Arabic URL,Covid Vaccine,#من حقنا نرفض رغم تطعيم 60% من سكانها..ارتفاع حالات فيروس كورونا في جزر سيشل - CNN Arabic,Covid Vaccine,Against,0,Neutral,1,No,0,,A_Explicit,,Target: Covid Vaccine Text: #من حقنا نرفض رغم تطعيم 60% من سكانها..ارتفاع حالات فيروس كورونا في جزر سيشل - CNN Arabic,,,,,,,,,0,0,0.99658203,0.0028800964,0.0006146431,4
494,اي ابن وسخة عايز يبيع حاجة يحكها ف الفري سبيتش و تمكين المرأة و حقوق الآقليات..بقت آلية لاي ابن وسخة خلاص URL,Women empowerment,اي ابن وسخة عايز يبيع حاجة يحكها ف الفري سبيتش و تمكين المراة و حقوق الاقليات..بقت الية لاي ابن وسخة خلاص,Women empowerment,Against,0,Negative,0,No,0,,A_Explicit,,Target: Women empowerment Text: اي ابن وسخة عايز يبيع حاجة يحكها ف الفري سبيتش و تمكين المراة و حقوق الاقليات..بقت الية لاي ابن وسخة خلاص,,,,,,,,,0,0,0.9975586,0.0006327629,0.0017166138,4
494,اي ابن وسخة عايز يبيع حاجة يحكها ف الفري سبيتش و تمكين المرأة و حقوق الآقليات..بقت آلية لاي ابن وسخة خلاص URL,Women empowerment,اي ابن وسخة عايز يبيع حاجة يحكها ف الفري سبيتش و تمكين المرأة و حقوق الآقليات..بقت آلية لاي ابن وسخة خلاص URL,Women empowerment,Against,0,Negative,0,No,0,,A_Explicit,,Target: Women empowerment Text: اي ابن وسخة عايز يبيع حاجة يحكها ف الفري سبيتش و تمكين المرأة و حقوق الآقليات..بقت آلية لاي ابن وسخة خلاص URL,,اي ابن وسخة عايز يبيع حاجة يحكها ف الفري سبيتش و تمكين المرأة و حقوق الآقليات..بقت آلية لاي ابن وسخة خلاص URL,Women empowerment,0.5714,1.0,1.0,2022-04-25 23:23:58+00:00,25/04/2022,0,0,1.0,0.00012075901,3.838539e-05,5
498,قبل شهر  كانت هذه المواضيع مجرد رفاهية ولا قيمة لها  والآن أصبحت حاجة ملحة !  ( #التعليم_عن_بعد   #العمل_عن_بعد   #التسويق_الإلكتروني   #الإجتماعات_المرئية   #الواقع_المعزز   #التحول_الرقمي ) و هذا كله بسبب #فيروس_كورونا,Digital Transformation,قبل شهر  كانت هذه المواضيع مجرد رفاهية ولا قيمة لها  والآن أصبحت حاجة ملحة !  ( #التعليم_عن_بعد   #العمل_عن_بعد   #التسويق_الإلكتروني   #الإجتماعات_المرئية   #الواقع_المعزز   #التحول_الرقمي ) و هذا كله بسبب #فيروس_كورونا,Digital Transformation,Against,0,Positive,2,No,0,,A_Explicit,,Target: Digital Transformation Text: قبل شهر  كانت هذه المواضيع مجرد رفاهية ولا قيمة لها  والآن أصبحت حاجة ملحة !  ( #التعليم_عن_بعد   #العمل_عن_بعد   #التسويق_الإلكتروني   #الإجتماعات_المرئية   #الواقع_المعزز   #التحول_الرقمي ) و هذا كله بسبب #فيروس_كورونا,,قبل شهر  كانت هذه المواضيع مجرد رفاهية ولا قيمة لها  والآن أصبحت حاجة ملحة !  ( #التعليم_عن_بعد   #العمل_عن_بعد   #التسويق_الإلكتروني   #الإجتماعات_المرئية   #الواقع_المعزز   #التحول_الرقمي ) و هذا كله بسبب #فيروس_كورونا,Digital Transformation,0.4193,1.0,1.0,2020-03-25 16:08:24+00:00,25/03/2020,0,0,0.99902344,0.00070238113,0.00037670135,2
498,قبل شهر  كانت هذه المواضيع مجرد رفاهية ولا قيمة لها  والآن أصبحت حاجة ملحة !  ( #التعليم_عن_بعد   #العمل_عن_بعد   #التسويق_الإلكتروني   #الإجتماعات_المرئية   #الواقع_المعزز   #التحول_الرقمي ) و هذا كله بسبب #فيروس_كورونا,Digital Transformation,قبل شهر كانت هذه المواضيع مجرد رفاهية ولا قيمة لها والان اصبحت حاجة ملحة ! ( #التعليم عن بعد #العمل عن بعد #التسويق الالكتروني #الاجتماعات المرئية #الواقع المعزز #التحول الرقمي ) و هذا كله بسبب #فيروس كورونا,Digital Transformation,Against,0,Positive,2,No,0,,A_Explicit,,Target: Digital Transformation Text: قبل شهر كانت هذه المواضيع مجرد رفاهية ولا قيمة لها والان اصبحت حاجة ملحة ! ( #التعليم عن بعد #العمل عن بعد #التسويق الالكتروني #الاجتماعات المرئية #الواقع المعزز #التحول الرقمي ) و هذا كله بسبب #فيروس كورونا,,,,,,,,,0,0,0.45214844,0.16052246,0.38720703,3
502, التحول الالكتروني لوكان فيه حاجة ماسة مثل التحول الرقمي اللي حصل بالمحاكم والجوازات كانت ضرورة كانت تحولو والتاجر صدقني احرص منا على تجارته لو عارف انها تكسبه فلوس كان سواها,Digital Transformation,التحول الالكتروني لوكان فيه حاجة ماسة مثل التحول الرقمي اللي حصل بالمحاكم والجوازات كانت ضرورة كانت تحولو والتاجر صدقني احرص منا علي تجارته لو عارف انها تكسبه فلوس كان سواها,Digital Transformation,None,1,Negative,0,No,0,,,Not clear,Target: Digital Transformation Text: التحول الالكتروني لوكان فيه حاجة ماسة مثل التحول الرقمي اللي حصل بالمحاكم والجوازات كانت ضرورة كانت تحولو والتاجر صدقني احرص منا علي تجارته لو عارف انها تكسبه فلوس كان سواها,,,,,,,,,1,1,0.00014972687,1.0,2.6345253e-05,5
502, التحول الالكتروني لوكان فيه حاجة ماسة مثل التحول الرقمي اللي حصل بالمحاكم والجوازات كانت ضرورة كانت تحولو والتاجر صدقني احرص منا على تجارته لو عارف انها تكسبه فلوس كان سواها,Digital Transformation,التحول الالكتروني لوكان فيه حاجة ماسة مثل التحول الرقمي اللي حصل بالمحاكم والجوازات كانت ضرورة كانت تحولو والتاجر صدقني احرص منا على تجارته لو عارف انها تكسبه فلوس كان سواها,Digital Transformation,None,1,Negative,0,No,0,,,Not clear,Target: Digital Transformation Text: التحول الالكتروني لوكان فيه حاجة ماسة مثل التحول الرقمي اللي حصل بالمحاكم والجوازات كانت ضرورة كانت تحولو والتاجر صدقني احرص منا على تجارته لو عارف انها تكسبه فلوس كان سواها,, التحول الالكتروني لوكان فيه حاجة ماسة مثل التحول الرقمي اللي حصل بالمحاكم والجوازات كانت ضرورة كانت تحولو والتاجر صدقني احرص منا على تجارته لو عارف انها تكسبه فلوس كان سواها,Digital Transformation,0.4022,1.0,0.483,2020-03-23 16:57:31+00:00,23/03/2020,1,1,0.0033168793,0.99609375,0.00041270256,1
541,    مع تمكين المرأة من الوظائف يجب ان يعيد المجتمع ترتيب اوراقه فتتكفل المرأة بفتح البيت والمهر وتكاليف الزواج اما الرجل الذي اخذت المرأة مكانه في سوق العمل فيجلس في البيت 😁. وبالمرة نغير شرع الله ونخلي العص,Women empowerment,مع تمكين المراة من الوظائف يجب ان يعيد المجتمع ترتيب اوراقه فتتكفل المراة بفتح البيت والمهر وتكاليف الزواج اما الرجل الذي اخذت المراة مكانه في سوق العمل فيجلس في البيت 😁. وبالمرة نغير شرع الله ونخلي العص,Women empowerment,Against,0,Negative,0,No,0,,A_Explicit,,Target: Women empowerment Text: مع تمكين المراة من الوظائف يجب ان يعيد المجتمع ترتيب اوراقه فتتكفل المراة بفتح البيت والمهر وتكاليف الزواج اما الرجل الذي اخذت المراة مكانه في سوق العمل فيجلس في البيت 😁. وبالمرة نغير شرع الله ونخلي العص,,,,,,,,,0,0,0.9980469,0.00039982796,0.001619339,1
541,    مع تمكين المرأة من الوظائف يجب ان يعيد المجتمع ترتيب اوراقه فتتكفل المرأة بفتح البيت والمهر وتكاليف الزواج اما الرجل الذي اخذت المرأة مكانه في سوق العمل فيجلس في البيت 😁. وبالمرة نغير شرع الله ونخلي العص,Women empowerment,مع تمكين المرأة من الوظائف يجب ان يعيد المجتمع ترتيب اوراقه فتتكفل المرأة بفتح البيت والمهر وتكاليف الزواج اما الرجل الذي اخذت المرأة مكانه في سوق العمل فيجلس في البيت 😁. وبالمرة نغير شرع الله ونخلي العص,Women empowerment,Against,0,Negative,0,No,0,,A_Explicit,,Target: Women empowerment Text: مع تمكين المرأة من الوظائف يجب ان يعيد المجتمع ترتيب اوراقه فتتكفل المرأة بفتح البيت والمهر وتكاليف الزواج اما الرجل الذي اخذت المرأة مكانه في سوق العمل فيجلس في البيت 😁. وبالمرة نغير شرع الله ونخلي العص,,    مع تمكين المرأة من الوظائف يجب ان يعيد المجتمع ترتيب اوراقه فتتكفل المرأة بفتح البيت والمهر وتكاليف الزواج اما الرجل الذي اخذت المرأة مكانه في سوق العمل فيجلس في البيت 😁. وبالمرة نغير شرع الله ونخلي العص,Women empowerment,0.7625,0.5728,0.7861,2022-05-07 22:41:09+00:00,07/05/2022,0,0,1.0,0.00015449524,2.2292137e-05,5
546,بس أهم شيء تمكين المرأة علشان يرضى علينا الغرب و نصير مثله للهاوية 🤷🏼‍♂️ ,Women empowerment,بس أهم شيء تمكين المرأة علشان يرضى علينا الغرب و نصير مثله للهاوية 🤷🏼‍♂️,Women empowerment,Against,0,Negative,0,No,0,,A_Explicit,,Target: Women empowerment Text: بس أهم شيء تمكين المرأة علشان يرضى علينا الغرب و نصير مثله للهاوية 🤷🏼‍♂️,,بس أهم شيء تمكين المرأة علشان يرضى علينا الغرب و نصير مثله للهاوية 🤷🏼‍♂️ ,Women empowerment,1.0,0.6623,0.8231,2021-03-23 21:35:28+00:00,23/03/2021,0,0,0.9975586,0.0008430481,0.0013923645,4
546,بس أهم شيء تمكين المرأة علشان يرضى علينا الغرب و نصير مثله للهاوية 🤷🏼‍♂️ ,Women empowerment,بس اهم شيء تمكين المراة علشان يرضي علينا الغرب و نصير مثله للهاوية 🤷🏼‍♂️,Women empowerment,Against,0,Negative,0,No,0,,A_Explicit,,Target: Women empowerment Text: بس اهم شيء تمكين المراة علشان يرضي علينا الغرب و نصير مثله للهاوية 🤷🏼‍♂️,,,,,,,,,0,0,0.9970703,0.00036597252,0.0025253296,1
558,لابد من رفض مقترح التربية التحول للتعليم الإلكتروني وجعل هذا رأي عام  موقع الفيس مهم للتعبير عن رأي الشعب  مستقبل أبنائنا في خطر ونرفض التعليم الإلكتروني.,Digital Transformation,لابد من رفض مقترح التربية التحول للتعليم الإلكتروني وجعل هذا رأي عام  موقع الفيس مهم للتعبير عن رأي الشعب  مستقبل أبنائنا في خطر ونرفض التعليم الإلكتروني.,Digital Transformation,Against,0,Negative,0,No,0,,A_Explicit,,Target: Digital Transformation Text: لابد من رفض مقترح التربية التحول للتعليم الإلكتروني وجعل هذا رأي عام  موقع الفيس مهم للتعبير عن رأي الشعب  مستقبل أبنائنا في خطر ونرفض التعليم الإلكتروني.,,لابد من رفض مقترح التربية التحول للتعليم الإلكتروني وجعل هذا رأي عام  موقع الفيس مهم للتعبير عن رأي الشعب  مستقبل أبنائنا في خطر ونرفض التعليم الإلكتروني.,Digital Transformation,1.0,1.0,1.0,2021-11-30 17:05:34+00:00,30/11/2021,0,0,0.99902344,0.0009012222,0.00026464462,2
558,لابد من رفض مقترح التربية التحول للتعليم الإلكتروني وجعل هذا رأي عام  موقع الفيس مهم للتعبير عن رأي الشعب  مستقبل أبنائنا في خطر ونرفض التعليم الإلكتروني.,Digital Transformation,لابد من رفض مقترح التربية التحول للتعليم الالكتروني وجعل هذا راي عام موقع الفيس مهم للتعبير عن راي الشعب مستقبل ابنائنا في خطر ونرفض التعليم الالكتروني.,Digital Transformation,Against,0,Negative,0,No,0,,A_Explicit,,Target: Digital Transformation Text: لابد من رفض مقترح التربية التحول للتعليم الالكتروني وجعل هذا راي عام موقع الفيس مهم للتعبير عن راي الشعب مستقبل ابنائنا في خطر ونرفض التعليم الالكتروني.,,,,,,,,,0,0,0.9819336,0.01096344,0.0071868896,3
582,#العمل_عن_بعد #الحكومة_الالكترونية ما مدى نجاحنا في التحول الالكتروني ؟! ما مدى رضانا عن مستوى العمل عن بعد؟! ما هي المؤسسة الأكثر فاعلية في الأداء؟! ما هي المؤسسة الأسوأ في الأداء؟! التجربة خير برهان..  استقراء الآراء ينير الأخطاء ويصوبها.. ربما علينا ذكر تجاربنا الشخصية!,Digital Transformation,#العمل عن بعد #الحكومة الالكترونية ما مدي نجاحنا في التحول الالكتروني ؟! ما مدي رضانا عن مستوي العمل عن بعد؟! ما هي المؤسسة الاكثر فاعلية في الاداء؟! ما هي المؤسسة الاسوا في الاداء؟! التجربة خير برهان.. استقراء الاراء ينير الاخطاء ويصوبها.. ربما علينا ذكر تجاربنا الشخصية!,Digital Transformation,None,1,Neutral,1,No,0,,,Not clear,Target: Digital Transformation Text: #العمل عن بعد #الحكومة الالكترونية ما مدي نجاحنا في التحول الالكتروني ؟! ما مدي رضانا عن مستوي العمل عن بعد؟! ما هي المؤسسة الاكثر فاعلية في الاداء؟! ما هي المؤسسة الاسوا في الاداء؟! التجربة خير برهان.. استقراء الاراء ينير الاخطاء ويصوبها.. ربما علينا ذكر تجاربنا الشخصية!,,,,,,,,,1,1,0.00020706654,0.98828125,0.011657715,5
